game.id	key	value
18	boardgameexpansion	RoboRally: King of the Hill
18	boardgameexpansion	RoboRally: Radioactive
18	boardgameimplementation	Robo Rally (2016)
18	boardgamedesigner	Richard Garfield
18	boardgameartist	Peter Bergting
18	boardgameartist	Bob Carasca
18	boardgameartist	Phil Foglio
18	boardgameartist	Daniel Gelon
18	boardgameartist	Jennifer Lathrop
18	boardgameartist	Paul Sottosanti
18	boardgameartist	Franz Vohwinkel
18	boardgameartist	Peter Whitley
18	boardgamepublisher	999 Games
18	boardgamepublisher	AMIGO Spiel + Freizeit GmbH
18	boardgamepublisher	Avalon Hill Games, Inc.
18	boardgamepublisher	Hasbro
18	boardgamepublisher	Play Factory
18	boardgamepublisher	Wizards of the Coast
40	game	Borderlands
40	type	boardgame
40	yearpublished	1982
40	description	Trying to squeeze Diplomacy into a reasonable amount of time, Eon designed Borderlands to be a game where political wrangling is a must, and a free market society fuels the ambition for conquest.  Borderlands blends the conflict and deal-making elements from Diplomacy with resource management and inspired Settlers of Catan.&#10;&#10;The German edition of the game, Ascalion, contains elements from the two Borderlands expansions.&#10;&#10;Reimplemented by&#10;&#10;    Gearworld: The Borderlands&#10;&#10;&#10;&#10;&#10;
40	minplayers	2
40	maxplayers	4
40	playingtime	120
40	minplaytime	120
40	maxplaytime	120
40	minage	12
40	comments	262
40	boardgamecategory	Bluffing
40	boardgamecategory	Civilization
40	boardgamecategory	Fantasy
40	boardgamecategory	Negotiation
40	boardgamecategory	Political
40	boardgamemechanic	Area Movement
40	boardgamemechanic	Trading
40	boardgameexpansion	Borderlands Expansion Set #1
40	boardgameexpansion	Borderlands Expansion Set #2
40	boardgameimplementation	Gearworld: The Borderlands
40	boardgamedesigner	Bill Eberle
40	boardgamedesigner	Jack Kittredge
40	boardgamedesigner	Peter Olotka
40	boardgameartist	Frank Frazetta
40	boardgameartist	Dean Morrissey
40	boardgamepublisher	Edition Spielkunst
40	boardgamepublisher	Eon
40	boardgamepublisher	Tsukuda Hobby / Original
40	boardgamepublisher	Welt der Spiele
114	game	Ransom
114	type	boardgame
114	yearpublished	1994
114	description	This game comes inside what looks like a video tape case, which is definitely odd for a board game.  Inside the package are cards for properties on Manhattan island, workers, building materials, and building contracts.  Each turn, players turn over a card and either purchase it outright or auction it to the group.  But when the contracts get bought, players will need to negotiate a deal, because it's very difficult to build a decent sized building on your own.  The deal making is vicious and cutthroat, ergo the name.&#10;&#10;The 1995 edition features rules in English, Japanese, German, Spanish and French (see the Tidwell review).&#10;&#10;
114	minplayers	2
114	maxplayers	6
114	playingtime	45
114	minplaytime	45
114	maxplaytime	45
114	minage	12
114	comments	71
114	boardgamecategory	Abstract Strategy
114	boardgamecategory	Bluffing
114	boardgamecategory	City Building
114	boardgamecategory	Economic
114	boardgamecategory	Negotiation
114	boardgamemechanic	Auction/Bidding
114	boardgamemechanic	Co-operative Play
114	boardgamemechanic	Commodity Speculation
114	boardgamemechanic	Memory
114	boardgamemechanic	Partnerships
114	boardgamemechanic	Trading
114	boardgamefamily	Video Tape Box Games
114	boardgamedesigner	Lewis Michael
114	boardgamedesigner	Philip O'Neill
114	boardgameartist	Lewis Michael
114	boardgamepublisher	(Self-Published)
118	game	Modern Art
118	type	boardgame
118	yearpublished	1992
118	description	Buying and selling paintings is a very lucrative business, at least that's what Hollywood's led us to believe, and that's the premise of this game.  Five different artists have produced a bunch of paintings, and it's the player's task to be both the buyer and the seller, hopefully making a profit in both roles.  He does this by putting a painting from his hand up for auction each turn.  He gets the money if some other player buys it, but must pay the bank if he buys it for himself.  After each round, paintings are valued by the number of paintings of that type that were sold.  The broker with the most cash after four rounds is the winner.&#10;&#10;Part of the Knizia auction trilogy.&#10;&#10;
118	minplayers	3
118	maxplayers	5
118	playingtime	45
118	minplaytime	45
118	maxplaytime	45
118	minage	10
118	comments	11946
118	boardgamecategory	Card Game
118	boardgamecategory	Economic
118	boardgamemechanic	Auction/Bidding
118	boardgamemechanic	Commodity Speculation
118	boardgamemechanic	Hand Management
118	boardgamefamily	Visual Arts: Painting
118	boardgameimplementation	Masters Gallery
118	boardgamedesigner	Reiner Knizia
118	boardgameartist	Carole Carrion
118	boardgameartist	Manuel Carvalho
118	boardgameartist	Mike Doyle (I)
118	boardgameartist	Pete Fenlon
118	boardgameartist	Paul Laane
118	boardgameartist	Ramon Martins
118	boardgameartist	Daniel Melim
118	boardgameartist	Rafael Silveira
118	boardgameartist	Sigrid Thaler
118	boardgameartist	Zeilbeck & Natzeck Design Company
118	boardgamepublisher	CMON Limited
118	boardgamepublisher	Drosselmeyer & Co. Ltd.
118	boardgamepublisher	GeGe Co Ltd
118	boardgamepublisher	Hans im Glück Verlags-GmbH
118	boardgamepublisher	Kaissa Chess & Games
118	boardgamepublisher	Lautapelit.fi
118	boardgamepublisher	Matagot
118	boardgamepublisher	Mayfair Games
118	boardgamepublisher	New Games Order, LLC
118	boardgamepublisher	Odysseia Jogos
118	boardgamepublisher	Oink Games
118	boardgamepublisher	Pegasus Spiele
118	boardgamepublisher	Rebel
118	boardgamepublisher	Wargames Club Publishing
121	game	Dune
121	type	boardgame
121	yearpublished	1979
121	description	Set thousands of years in the future, Dune the boardgame is based on the Frank Herbert novels about an arid planet at the heart of the human space empire's political machinations.&#10;&#10;Designed by the creators at Eon of Cosmic Encounter fame, some contend that the game can best be described as Cosmic Encounter set within the Dune universe, but the two games bear little in common in the actual mechanics or goals; they're just both set in space.  Like Cosmic Encounter, it is a game that generates a lot of player interaction through negotiation and bluffing, but that can be said of numerous unrelated games.&#10;&#10;Players each take the role of one of the factions attempting to control Dune.  Each faction has special powers that overlook certain rules in the game.  Each turn players move about the map attempting to pick up valuable spice while dealing with giant sandworms, deadly storms, and other players' military forces.  A delicate political balance is formed amongst the factions to prevent any one side from becoming too strong.  When a challenge is made in a territory, combat takes the form of hidden bids with additional treachery cards to further the uncertainty.&#10;&#10;The game concludes when one faction (or two allied factions) is able to control a certain number of strongholds on the planet.&#10;&#10;Avalon Hill Complexity rating - 3&#10;&#10;
121	minplayers	2
121	maxplayers	6
121	playingtime	180
121	minplaytime	60
121	maxplaytime	180
121	minage	12
121	comments	4738
121	boardgamecategory	Bluffing
121	boardgamecategory	Fighting
121	boardgamecategory	Negotiation
121	boardgamecategory	Novel-based
121	boardgamecategory	Political
121	boardgamecategory	Science Fiction
121	boardgamemechanic	Area Control / Area Influence
121	boardgamemechanic	Area Movement
121	boardgamemechanic	Auction/Bidding
121	boardgamemechanic	Hand Management
121	boardgamemechanic	Partnerships
121	boardgamemechanic	Variable Player Powers
121	boardgamefamily	Desert Theme
121	boardgamefamily	Dune
121	boardgameexpansion	Dune Variant Cards
121	boardgameexpansion	Dune: Spice Harvest
121	boardgameexpansion	Dune: The Duel
121	boardgameimplementation	Dune: The Dice Game
121	boardgameimplementation	Rex: Final Days of an Empire
121	boardgamedesigner	Bill Eberle
121	boardgamedesigner	Jack Kittredge
121	boardgamedesigner	Peter Olotka
121	boardgameartist	Jean Baer
121	boardgameartist	Fabrice Lamy
121	boardgameartist	Christophe Peulvast
121	boardgameartist	Mick (Mike) Uhl
121	boardgameartist	Olivier Vatine
121	boardgameartist	Chris White (I)
121	boardgamepublisher	The Avalon Hill Game Co (TAHGC)
121	boardgamepublisher	Descartes Editeur
121	boardgamepublisher	Hobby Japan
147	game	Crude: The Oil Game
147	type	boardgame
147	yearpublished	1974
147	description	In Crude: The Oil Game, players take on the role of oil company CEOs, seeking to expand their companies into multi-national energy mega-corporations.  Just as with real world energy companies, player will setup facilities for oil drilling, oil pumping, oil refining into gasoline, and gasoline selling to the consumer... all of which are represented by actual plastic pieces placed on the board!  Players also speculate by buying and selling oil and gasoline barrels in both the domestic and foreign markets... again represented by actual plastic barrels in their playing area!&#10;&#10;However, the changing economic climate, as well as sudden world news events, will challenge players to keep a long-term strategic view of the world energy markets.  The first player to reach a corporation value of $750 million is the winner!&#10;&#10;Crude: The Oil Game is not only a great simulation of the global oil markets, but with almost 300 plastic playing pieces, it is a sight to behold!  Known as McMulti when it was printed in Europe almost 25 years ago, this great game is finally back in print after many years!&#10;&#10;Brought back into print in 2012 by Stronghold Games, Crude: The Oil Game has been a highly sought-after (&quot;Grail&quot;) game. This is an early Euro-style game &ndash; before Euro-style existed! &ndash; which accurately simulates the market forces and elements of the oil and gasoline markets at all levels of production, including oil drilling, oil pumping, oil and gasoline buying and selling in the domestic and foreign markets, oil refining, and finally gasoline selling to the consumer.&#10;&#10;
147	minplayers	2
147	maxplayers	4
147	playingtime	90
147	minplaytime	90
147	maxplaytime	90
147	minage	13
147	comments	964
147	boardgamecategory	Economic
147	boardgamecategory	Industry / Manufacturing
147	boardgamemechanic	Commodity Speculation
147	boardgamemechanic	Dice Rolling
147	boardgamemechanic	Tile Placement
147	boardgamefamily	Oil, Gas, and Petroleum
147	boardgamedesigner	James J. St. Laurent
147	boardgameartist	William Bricker
147	boardgamepublisher	Hexagames (I)
147	boardgamepublisher	Pegasus Spiele
147	boardgamepublisher	St. Laurent Games
147	boardgamepublisher	Stronghold Games
199	game	Manhattan
199	type	boardgame
199	yearpublished	1994
199	description	In Manhattan, players construct a skyline of skyscrapers over several districts, or city blocks, of Manhattan Island. Ultimately, each player seeks to have built the tallest buildings in the most city blocks of the Island.&#10;&#10;Each turn, players will play a card that illustrates which part of a city block they may place a &quot;floor&quot; on a building. The placement card is unique for each player in that the section they may place in is relative to their seating at the table. The player who has placed the top most floor controls that building. Each round, scores are tallied based on control of each of the neighborhoods.&#10;&#10;At the end of the game, the player who has scored the most points through area control and tallest buildings wins.&#10;&#10;Note: In the Finnish edition, the districts are named after six great cities of the world: Hong Kong, Sao Paulo, Cairo, Sydney, Frankfurt and Manhattan.&#10;&#10;
199	minplayers	2
199	maxplayers	4
199	playingtime	45
199	minplaytime	45
199	maxplaytime	45
199	minage	10
199	comments	3782
199	boardgamecategory	City Building
199	boardgamemechanic	Area Control / Area Influence
199	boardgamemechanic	Hand Management
199	boardgamefamily	3D Games
199	boardgamefamily	Cities: New York (New York, USA)
199	boardgamedesigner	Andreas Seyfarth
199	boardgameartist	Jacqui Davis
199	boardgameartist	Ramon Mascarenas
199	boardgameartist	Zeilbeck & Natzeck Design Company
199	boardgamepublisher	FoxMind
199	boardgamepublisher	Hans im Glück Verlags-GmbH
199	boardgamepublisher	Litas Spil
199	boardgamepublisher	Ludodélire
199	boardgamepublisher	Mandoo Games
199	boardgamepublisher	Mayfair Games
199	boardgamepublisher	Nelospelit
199	boardgamepublisher	Olsen
199	boardgamepublisher	Rio Grande Games
199	boardgamepublisher	Tactic
230	game	Merchant of Venus
230	type	boardgame
230	yearpublished	1988
230	description	Merchant of Venus makes players take on the roles of space traders chasing wealth and fortune. Each player moves their ship through interconnected systems on a fixed map, discovering new alien worlds to trade with. As players start to make money delivering commodities, their earnings can be used to purchase equipment and construct their own infrastructure. The player who first acquires enough total value in cash and port/factory deeds wins the game.&#10;&#10;The game uses a basic roll-and-move mechanism for movement, but modifies it with engine ship upgrades that let the players skip certain spaces during movement. When players reach cities and spaceports, they can buy and sell commodities. Different species are randomly distributed throughout the universe at the start of the game, and players will only uncover which species lives where through exploration in the course of the game - the layout of which species lives where works to offset the rigidity of the fixed map by making different routes through the map profitable each game.&#10;&#10;The prices a player receives for selling their cargo is determined by the species that lives in the system, and what commodities a port offers for purchase is determined by a unique and dynamic supply-and-demand mechanism. With their money, players can replace their spaceships with better models, or build factories (which create better commodities) and spaceports (which speed up trading). They can also buy upgrades for their ships (like shields, lasers, or engines).&#10;&#10;Variations included in the rulebook allow for interplayer combat and solo play, and the exact target wealth players have to acquire in order to win is decided on before each play.&#10;&#10;
230	minplayers	1
230	maxplayers	6
230	playingtime	180
230	minplaytime	180
230	maxplaytime	180
230	minage	12
230	comments	2453
230	boardgamecategory	Economic
230	boardgamecategory	Exploration
230	boardgamecategory	Science Fiction
230	boardgamecategory	Space Exploration
230	boardgamecategory	Transportation
230	boardgamemechanic	Commodity Speculation
230	boardgamemechanic	Dice Rolling
230	boardgamemechanic	Pick-up and Deliver
230	boardgamemechanic	Point to Point Movement
230	boardgamemechanic	Roll / Spin and Move
230	boardgamefamily	Solitaire Games
230	boardgameimplementation	Merchant of Venus (second edition)
230	boardgamedesigner	Richard Hamblen
230	boardgameartist	Charles Kibler
230	boardgameartist	George I. Parrish, Jr.
230	boardgameartist	Regina De Simone
230	boardgamepublisher	The Avalon Hill Game Co (TAHGC)
232	game	Serenissima (first edition)
232	type	boardgame
232	yearpublished	1996
