gamer	game	game.id	rating	own	prevowned	fortrade	want	wanttoplay	wanttobuy	wishlist	preordered	lastmodified	wishlistpriority
mikec	Exodus: Proxima Centauri	122842	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2017-02-04	4
mikec	The Expanse Board Game	220792	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2017-05-07	4
mikec	Explorers of the North Sea	176371	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-05-27	NA
mikec	A Fake Artist Goes to New York	135779	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2016-04-28	NA
mikec	Firefly: The Game	138161	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2014-06-22	NA
mikec	Flash Point: Fire Rescue	100901	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2014-12-06	NA
mikec	Food Chain Magnate	175914	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2017-02-05	4
mikec	Galaxy Trucker	31481	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-03-11	4
mikec	Galaxy's Edge	41032	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-01-22	NA
mikec	Ghost Stories	37046	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-03-14	4
mikec	Goblins, Inc.	110524	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-09-02	3
mikec	The Grizzled	171668	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-03-19	NA
mikec	Ground Floor	38765	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2017-04-13	3
mikec	Hanabi	98778	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-02-20	4
mikec	Haunted Castle	1307	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-09-03	NA
mikec	Le Havre	35677	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-01-27	4
mikec	Hegemonic	92666	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-01-27	4
mikec	HeroQuest	699	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2016-06-25	NA
mikec	Jump Gate	62809	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2015-07-02	4
mikec	Jupiter Rescue	137900	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2016-01-07	4
mikec	Kill Doctor Lucky	257	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-01-22	NA
mikec	Kingdom Death: Monster	55690	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2016-10-25	4
mikec	Kittens in a Blender	115105	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-03-19	NA
mikec	Leaving Earth	173064	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2015-05-31	3
mikec	Legends of Andor	127398	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-01-18	2
mikec	Level 7 [Omega Protocol]	137649	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2017-02-04	4
mikec	Libertalia	125618	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2017-02-06	3
mikec	Lifeboats	249	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2017-02-06	3
mikec	Lord of the Rings	823	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-04-13	NA
mikec	Lords of the Sierra Madre (second edition)	284	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2012-01-01	NA
mikec	Lords of Waterdeep	110327	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2016-04-28	NA
mikec	Love Letter	129622	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-05-22	NA
mikec	Manhattan	199	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-01-24	NA
mikec	Méditerranée	232	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-01-22	NA
mikec	Memoir '44	10630	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-02-25	NA
mikec	Merchant of Venus	230	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-01-24	NA
mikec	Merchants & Marauders	25292	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2017-02-05	1
mikec	Merchants of Amsterdam	531	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-01-30	NA
mikec	Mice and Mystics	124708	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-05-13	NA
mikec	Mission: Red Planet (Second Edition)	176920	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2017-02-04	4
mikec	Modern Art	118	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-01-14	4
mikec	Mysterium	181304	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2016-08-28	NA
mikec	Mystic Vale	194607	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-07-09	NA
mikec	Neuroshima Hex!	21241	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2017-02-05	3
mikec	New England	5406	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-02-22	NA
mikec	Once Upon a Time: The Storytelling Card Game	1234	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-08-27	NA
mikec	One Deck Dungeon	179275	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2017-05-01	4
mikec	Onirim	71836	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2016-04-12	3
mikec	Pandemic	30549	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-01-22	NA
mikec	Pandemic Legacy: Season 1	161936	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2016-10-15	NA
mikec	Pirate Dice: Voyage on the Rolling Seas	124047	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-09-07	3
mikec	Potion Explosion	180974	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2017-06-12	2
mikec	Prêt-à-Porter	87890	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2016-04-28	2
mikec	Race for the Galaxy	28143	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2017-02-05	5
mikec	Ransom	114	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-01-22	NA
mikec	Red November	36946	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-02-03	4
mikec	The Republic of Rome	1513	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2012-01-30	NA
mikec	The Resistance: Avalon	128882	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-05-22	NA
mikec	Restaurant Row	42789	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2012-12-18	4
mikec	Ristorante Italia	91189	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2012-12-18	3
mikec	RoboRally	18	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-01-22	NA
mikec	RoboRally: Armed and Dangerous	1569	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2016-04-28	NA
mikec	Roll for the Galaxy	132531	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2016-10-15	NA
mikec	Sentinels of the Multiverse	102652	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-03-25	2
mikec	The Settlers of Catan: 5-6 Player Expansion	2807	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-02-22	NA
mikec	Shadows over Camelot	15062	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2014-12-06	NA
mikec	Shadows over Camelot: Merlin's Company	35704	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2016-04-28	NA
mikec	Side Quest	178450	6	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-04-13	NA
mikec	Silent Death	3895	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-03-07	4
mikec	Skull	92415	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2016-04-12	3
mikec	Small World	40692	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-01-22	NA
mikec	Space Alert	38453	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-01-22	NA
mikec	Space Alert: The New Frontier	61492	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2014-12-06	NA
mikec	Space Cadets	123096	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-06-18	NA
mikec	Space Infantry	66781	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-02-19	4
mikec	Specter Ops	155624	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2015-06-18	3
mikec	Speed Circuit	1194	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-03-25	NA
mikec	Spyfall	166384	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2016-06-19	NA
mikec	Star Fluxx	102104	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-05-13	NA
mikec	Star Trek: Five-Year Mission	178613	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2015-05-31	3
mikec	Starfarers of Catan	1897	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-02-22	NA
mikec	Starfarers of Catan: 5-6 Player Expansion	4100	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-02-22	NA
mikec	Stone Age	34635	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-01-27	4
mikec	T.I.M.E Stories	146508	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-04-13	NA
mikec	Terraforming Mars	167791	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2016-10-16	4
mikec	Through the Ages: A Story of Civilization	25613	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2016-01-07	4
mikec	Thunderstone	53953	5	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-05-22	NA
mikec	Time Agent	311	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2012-01-01	NA
mikec	Timeline	128664	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-04-13	NA
mikec	Timeline: Inventions	85256	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-05-13	NA
mikec	Tiny Epic Galaxies	163967	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-04-13	NA
mikec	Triassic Terror	135243	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-04-13	4
mikec	Troyes	73439	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2016-05-26	4
mikec	Tsuro	16992	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-03-27	NA
mikec	Vast: The Crystal Caverns	170416	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-04-21	NA
mikec	Wallenstein (second edition)	109125	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-03-27	4
mikec	Warhammer Quest	1634	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-02-22	NA
mikec	Warhammer Quest: The Adventure Card Game	181521	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-04-21	NA
mikec	The Werewolves of Miller's Hollow	25821	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2017-05-22	NA
mikec	Wok Star	71655	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2016-04-28	3
mikec	Xia: Legends of a Drift System	82222	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2013-05-28	4
mikec	Zombie 15'	144826	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2016-04-28	NA
mikec	Zombies!!!	2471	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2013-03-26	NA
