gamer	game	game.id	rating	fortrade	lastmodified	own	preordered	prevowned	want	wanttobuy	wanttoplay	wishlist	wishlistpriority
mikec	Mysterium	181304	7	FALSE	2016-08-28	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Mystic Vale	194607	7	FALSE	2017-07-09	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Neuroshima Hex!	21241	NA	FALSE	2017-02-05	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3
mikec	New England	5406	NA	FALSE	2013-02-22	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Once Upon a Time: The Storytelling Card Game	1234	4	FALSE	2013-08-27	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	One Deck Dungeon	179275	NA	FALSE	2017-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4
mikec	Onirim	71836	NA	FALSE	2016-04-12	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3
mikec	Pandemic	30549	8	FALSE	2013-01-22	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Pandemic Legacy: Season 1	161936	9	FALSE	2016-10-15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Pirate Dice: Voyage on the Rolling Seas	124047	NA	FALSE	2013-09-07	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3
mikec	Potion Explosion	180974	NA	FALSE	2017-06-12	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2
mikec	Prêt-à-Porter	87890	NA	FALSE	2016-04-28	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2
mikec	Race for the Galaxy	28143	NA	FALSE	2017-02-05	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	5
mikec	Ransom	114	7	FALSE	2013-01-22	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Red November	36946	NA	FALSE	2013-02-03	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4
mikec	The Republic of Rome	1513	NA	FALSE	2012-01-30	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	The Resistance: Avalon	128882	4	FALSE	2017-05-22	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Restaurant Row	42789	NA	FALSE	2012-12-18	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4
mikec	Ristorante Italia	91189	NA	FALSE	2012-12-18	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3
mikec	RoboRally	18	4	FALSE	2013-01-22	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	RoboRally: Armed and Dangerous	1569	4	FALSE	2016-04-28	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Roll for the Galaxy	132531	7	FALSE	2016-10-15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Sentinels of the Multiverse	102652	NA	FALSE	2013-03-25	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2
mikec	The Settlers of Catan: 5-6 Player Expansion	2807	9	FALSE	2013-02-22	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Shadows over Camelot	15062	7	FALSE	2014-12-06	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Shadows over Camelot: Merlin's Company	35704	8	FALSE	2016-04-28	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Side Quest	178450	6	FALSE	2017-04-13	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Silent Death	3895	NA	FALSE	2013-03-07	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4
mikec	Skull	92415	NA	FALSE	2016-04-12	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3
mikec	Small World	40692	7	FALSE	2013-01-22	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Space Alert	38453	9	FALSE	2013-01-22	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Space Alert: The New Frontier	61492	NA	FALSE	2014-12-06	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Space Cadets	123096	8	FALSE	2013-06-18	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Space Infantry	66781	NA	FALSE	2013-02-19	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4
mikec	Specter Ops	155624	NA	FALSE	2015-06-18	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3
mikec	Speed Circuit	1194	7	FALSE	2013-03-25	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Spyfall	166384	NA	FALSE	2016-06-19	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Star Fluxx	102104	5	FALSE	2013-05-13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Star Trek: Five-Year Mission	178613	NA	FALSE	2015-05-31	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3
mikec	Starfarers of Catan	1897	8	FALSE	2013-02-22	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Starfarers of Catan: 5-6 Player Expansion	4100	8	FALSE	2013-02-22	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Stone Age	34635	NA	FALSE	2013-01-27	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4
mikec	T.I.M.E Stories	146508	NA	FALSE	2017-04-13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Terraforming Mars	167791	NA	FALSE	2016-10-16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4
mikec	Through the Ages: A Story of Civilization	25613	NA	FALSE	2016-01-07	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4
mikec	Thunderstone	53953	5	FALSE	2017-05-22	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Time Agent	311	NA	FALSE	2012-01-01	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Timeline	128664	NA	FALSE	2017-04-13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Timeline: Inventions	85256	7	FALSE	2013-05-13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Tiny Epic Galaxies	163967	NA	FALSE	2017-04-13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Triassic Terror	135243	NA	FALSE	2013-04-13	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4
mikec	Troyes	73439	NA	FALSE	2016-05-26	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4
mikec	Tsuro	16992	NA	FALSE	2017-03-27	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Vast: The Crystal Caverns	170416	NA	FALSE	2017-04-21	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Wallenstein (second edition)	109125	NA	FALSE	2013-03-27	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4
mikec	Warhammer Quest	1634	6	FALSE	2013-02-22	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Warhammer Quest: The Adventure Card Game	181521	NA	FALSE	2017-04-21	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	The Werewolves of Miller's Hollow	25821	4	FALSE	2017-05-22	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Wok Star	71655	NA	FALSE	2016-04-28	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3
mikec	Xia: Legends of a Drift System	82222	NA	FALSE	2013-05-28	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4
mikec	Zombie 15'	144826	6	FALSE	2016-04-28	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
mikec	Zombies!!!	2471	NA	FALSE	2013-03-26	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA
